	Variable1	Variable2	Correlation	Variable1_type	Variable2_type	P-value
41589	RPS18	Texture_Contrast_Cy5_3_00_256	0.339292132962323	Genes	CP features	2.11814651116845e-55
41590	RPS18	Texture_Contrast_Cy5_3_01_256	0.337744512084534	Genes	CP features	7.065835515600481e-55
41591	RPS18	Texture_Contrast_Cy5_3_02_256	0.338762463937443	Genes	CP features	3.1998066572293298e-55
41592	RPS18	Texture_Contrast_Cy5_3_03_256	0.339823408944438	Genes	CP features	1.3974839737415599e-55
41597	RPS18	Texture_DifferenceEntropy_Cy5_3_00_256	0.341257978971154	Genes	CP features	4.53001026759938e-56
41598	RPS18	Texture_DifferenceEntropy_Cy5_3_01_256	0.34232244436062	Genes	CP features	1.9563822104724998e-56
41599	RPS18	Texture_DifferenceEntropy_Cy5_3_02_256	0.344728172439732	Genes	CP features	2.8984515505455897e-57
41600	RPS18	Texture_DifferenceEntropy_Cy5_3_03_256	0.344503254799413	Genes	CP features	3.4679427097694103e-57
41609	RPS18	Texture_Entropy_Cy5_3_00_256	0.355924375553728	Genes	CP features	3.20418518117607e-61
41610	RPS18	Texture_Entropy_Cy5_3_01_256	0.355957989262248	Genes	CP features	3.11615323470937e-61
41611	RPS18	Texture_Entropy_Cy5_3_02_256	0.356997958419313	Genes	CP features	1.31028610442546e-61
41612	RPS18	Texture_Entropy_Cy5_3_03_256	0.355658042432054	Genes	CP features	3.99500968419964e-61
41621	RPS18	Texture_SumAverage_Cy5_3_00_256	0.319161426769858	Genes	CP features	7.99723005344007e-49
41622	RPS18	Texture_SumAverage_Cy5_3_01_256	0.319346683841844	Genes	CP features	6.99560725831373e-49
41623	RPS18	Texture_SumAverage_Cy5_3_02_256	0.318914304425543	Genes	CP features	9.56006148421045e-49
41624	RPS18	Texture_SumAverage_Cy5_3_03_256	0.319086845722575	Genes	CP features	8.4404513767394e-49
41629	RPS18	Texture_SumEntropy_Cy5_3_00_256	0.347132250799343	Genes	CP features	4.23285907882153e-58
41630	RPS18	Texture_SumEntropy_Cy5_3_01_256	0.347742321199144	Genes	CP features	2.59079223280999e-58
41631	RPS18	Texture_SumEntropy_Cy5_3_02_256	0.34662606273124	Genes	CP features	6.35673837943524e-58
41632	RPS18	Texture_SumEntropy_Cy5_3_03_256	0.34693808729996	Genes	CP features	4.9478530717701014e-58
41637	RPS18	Texture_SumVariance_Cy5_3_00_256	0.341701049750586	Genes	CP features	3.1958218881046496e-56
41638	RPS18	Texture_SumVariance_Cy5_3_01_256	0.342124487676529	Genes	CP features	2.28803507803553e-56
41639	RPS18	Texture_SumVariance_Cy5_3_02_256	0.340696305129274	Genes	CP features	7.047846698793621e-56
41640	RPS18	Texture_SumVariance_Cy5_3_03_256	0.341727737015085	Genes	CP features	3.129339990762261e-56
41645	RPS18	Texture_Variance_Cy5_3_00_256	0.34089748572735	Genes	CP features	6.0160794315056505e-56
41646	RPS18	Texture_Variance_Cy5_3_01_256	0.340440972228264	Genes	CP features	8.611840367011141e-56
41647	RPS18	Texture_Variance_Cy5_3_02_256	0.340082980630475	Genes	CP features	1.14043471067997e-55
41648	RPS18	Texture_Variance_Cy5_3_03_256	0.34155185977458	Genes	CP features	3.5945587292837405e-56
41653	SNHG5	HLA-C	0.32898552842793	Genes	Genes	5.70897014830787e-52
41654	SNHG5	HLA-B	0.406565545475218	Genes	Genes	2.98514278772117e-81
41655	SNHG5	RPS10	0.302841583237197	Genes	Genes	7.487235666539049e-44
41659	SNHG5	NDUFB2	0.31544177198838	Genes	Genes	1.1584925171742299e-47
41660	SNHG5	ATP5MF	0.30180560439353	Genes	Genes	1.5114439123281999e-43
41661	SNHG5	ACTB	0.347485972367549	Genes	Genes	3.1850014155233202e-58
41662	SNHG5	PPIA	0.315109978566067	Genes	Genes	1.4673997142755299e-47
41668	SNHG5	RPL10	0.327949073375691	Genes	Genes	1.24419106499892e-51
41672	SNHG5	RPS4X	0.351206636700168	Genes	Genes	1.5612913099709999e-59
41673	SNHG5	RPL30	0.387011030275612	Genes	Genes	4.33689314293957e-73
41675	SNHG5	RPS20	0.396355566454548	Genes	Genes	6.39364755485943e-77
41678	SNHG5	RPL8	0.403282383640113	Genes	Genes	7.66612026491258e-80
41682	SNHG5	RPL35	0.421920880944033	Genes	Genes	4.72444997112441e-88
41683	SNHG5	RPL12	0.390281595295884	Genes	Genes	2.04660392178838e-74
41685	SNHG5	RPL7A	0.419347590847588	Genes	Genes	6.916658310159e-87
41686	SNHG5	RPS6	0.43745129877065	Genes	Genes	2.6166149273262e-95
41689	SNHG5	RPS3	0.412026576598027	Genes	Genes	1.24620255481893e-83
41690	SNHG5	RPLP2	0.428711979813831	Genes	Genes	3.5376093117449904e-91
41694	SNHG5	RPS25	0.315730159265283	Genes	Genes	9.428318086691608e-48
41696	SNHG5	RPL27A	0.395317938670828	Genes	Genes	1.7292015389188298e-76
41697	SNHG5	RPS13	0.359409417591374	Genes	Genes	1.73673305340607e-62
41699	SNHG5	FAU	0.400823951821689	Genes	Genes	8.485815571448751e-79
41702	SNHG5	RPS24	0.367726562292676	Genes	Genes	1.4320395423192e-65
41709	SNHG5	GAPDH	0.387235496458325	Genes	Genes	3.5217964145078e-73
41712	SNHG5	RPS26	0.371006467194654	Genes	Genes	8.209763151216399e-67
41718	SNHG5	RPL6	0.346131319229402	Genes	Genes	9.45118315002582e-58
41721	SNHG5	RPLP0	0.339277875155068	Genes	Genes	2.1417405164361998e-55
41725	SNHG5	TPT1	0.343583354208946	Genes	Genes	7.208475076180539e-57
41731	SNHG5	IGHM	0.450028260057647	Genes	Genes	1.79989407420862e-101
41732	SNHG5	RPS29	0.331583340889764	Genes	Genes	8.02965500593432e-53
41736	SNHG5	RPLP1	0.416166765410896	Genes	Genes	1.8414962323367802e-85
41738	SNHG5	RPL4	0.35903121743572	Genes	Genes	2.3866489976093603e-62
41743	SNHG5	RPS15A	0.323230762762761	Genes	Genes	4.1231782741776307e-50
41747	SNHG5	RPL13	0.395916079931828	Genes	Genes	9.7521961026182e-77
41749	SNHG5	RPS2	0.442410667311881	Genes	Genes	1.04475417543302e-97
41752	SNHG5	COX4I1	0.36397476055837	Genes	Genes	3.61251388299145e-64
41753	SNHG5	RPL23	0.349084091014796	Genes	Genes	8.76612707492229e-59
41755	SNHG5	RPL27	0.425859670886161	Genes	Genes	7.43403682169101e-90
41760	SNHG5	RPL19	0.418429566507823	Genes	Genes	1.79010562063562e-86
41765	SNHG5	RPL38	0.398437720526536	Genes	Genes	8.60158300755225e-78
41771	SNHG5	RPS21	0.419900814018458	Genes	Genes	3.89306989990107e-87
41780	SNHG5	RPS16	0.419212627052228	Genes	Genes	7.957667972378261e-87
41782	SNHG5	RPL28	0.45755209764735	Genes	Genes	2.74362476062648e-105
41785	SNHG5	RPS15	0.353457990480207	Genes	Genes	2.46591141927224e-60
41786	SNHG5	RPS28	0.452115612851708	Genes	Genes	1.6118591825437e-102
41787	SNHG5	RPL18	0.419211068232301	Genes	Genes	7.97013269666078e-87
41788	SNHG5	RPS11	0.43318121194564	Genes	Genes	2.83117535068134e-93
41792	SNHG5	RPL13A	0.397008816062514	Genes	Genes	3.4118650016948003e-77
41796	SNHG5	RPS9	0.372845278527001	Genes	Genes	1.6249942274463e-67
41798	SNHG5	UBA52	0.394526664507127	Genes	Genes	3.6825655460350504e-76
41799	SNHG5	RPL36	0.411052220236675	Genes	Genes	3.34148807547473e-83
41806	SNHG5	RPL18A	0.311004608020335	Genes	Genes	2.6709791606946604e-46
41807	SNHG5	OAZ1	0.338842161949925	Genes	Genes	3.0071819235740902e-55
41808	SNHG5	RPS19	0.44482324824634	Genes	Genes	6.88405131783027e-99
41810	SNHG5	RPS5	0.398045567470848	Genes	Genes	1.2553544432719898e-77
41812	SNHG5	RPL3	0.321246050682537	Genes	Genes	1.7641384102858697e-49
41815	SNHG5	MIF	0.316726468957346	Genes	Genes	4.62203168737876e-48
41817	SNHG5	IGLV2-14	0.346091421591693	Genes	Genes	9.75880553956458e-58
41819	SNHG5	IGLC2	0.426352883779807	Genes	Genes	4.39757370605688e-90
41820	SNHG5	IGLC3	0.303414776677124	Genes	Genes	5.071781547237209e-44
41823	SNHG5	MT-ND1	0.314095862294356	Genes	Genes	3.01691360570099e-47
41824	SNHG5	MT-ND2	0.409183769840394	Genes	Genes	2.18790579502316e-82
41825	SNHG5	MT-CO1	0.337122921646339	Genes	Genes	1.14514965295173e-54
41826	SNHG5	MT-CO2	0.357281822710431	Genes	Genes	1.0338796739695802e-61
41828	SNHG5	MT-ATP6	0.418923764064812	Genes	Genes	1.0740544839902499e-86
41829	SNHG5	MT-CO3	0.394378425789678	Genes	Genes	4.2395856810307704e-76
41830	SNHG5	MT-ND3	0.413921344675557	Genes	Genes	1.82319383259399e-84
41831	SNHG5	MT-ND4	0.380272850156372	Genes	Genes	2.10606017740498e-70
41833	SNHG5	MT-CYB	0.341292772803289	Genes	Genes	4.4078114511117595e-56
42221	SNHG5	Texture_Entropy_Cy5_3_00_256	0.303039769744834	Genes	CP features	6.545804575948851e-44
42222	SNHG5	Texture_Entropy_Cy5_3_01_256	0.302174657833818	Genes	CP features	1.17747572701547e-43
42223	SNHG5	Texture_Entropy_Cy5_3_02_256	0.302555352798905	Genes	CP features	9.093524759089261e-44
42224	SNHG5	Texture_Entropy_Cy5_3_03_256	0.302505820059677	Genes	CP features	9.405393913605509e-44
42245	SNHG5	Texture_SumVariance_Cy5_3_00_256	0.301451093389787	Genes	CP features	1.9204573660664198e-43
42246	SNHG5	Texture_SumVariance_Cy5_3_01_256	0.301679109335304	Genes	CP features	1.64673832288244e-43
42247	SNHG5	Texture_SumVariance_Cy5_3_02_256	0.301465536165533	Genes	CP features	1.9017417178136198e-43
42248	SNHG5	Texture_SumVariance_Cy5_3_03_256	0.302888898288726	Genes	CP features	7.251378684585089e-44
42253	SNHG5	Texture_Variance_Cy5_3_00_256	0.301696343204788	Genes	CP features	1.6277098043923405e-43
42254	SNHG5	Texture_Variance_Cy5_3_01_256	0.302023571192514	Genes	CP features	1.3043219013540899e-43
42255	SNHG5	Texture_Variance_Cy5_3_02_256	0.301309817594537	Genes	CP features	2.1126547629635103e-43
42256	SNHG5	Texture_Variance_Cy5_3_03_256	0.302166229971796	Genes	CP features	1.1841703456528205e-43
42261	HLA-C	HLA-B	0.52275646696507	Genes	Genes	1.00429871554655e-142
42265	HLA-C	CHCHD2	0.319598854044993	Genes	Genes	5.82961584147718e-49
42267	HLA-C	ATP5MF	0.332539115181064	Genes	Genes	3.8828145932595802e-53
42268	HLA-C	ACTB	0.421771054605617	Genes	Genes	5.52743881168049e-88
42269	HLA-C	PPIA	0.417102290329336	Genes	Genes	7.038347539637441e-86
42275	HLA-C	RPL10	0.420590147693734	Genes	Genes	1.89993330313052e-87
42277	HLA-C	SLC25A5	0.318708452912355	Genes	Genes	1.10974431153409e-48
42279	HLA-C	RPS4X	0.439653552246437	Genes	Genes	2.2754752366900095e-96
42280	HLA-C	RPL30	0.450445948247304	Genes	Genes	1.11186329934367e-101
42282	HLA-C	RPS20	0.432293399623907	Genes	Genes	7.424208870959978e-93
42285	HLA-C	RPL8	0.48598272289398	Genes	Genes	1.3228123298117602e-120
42289	HLA-C	RPL35	0.488169906079856	Genes	Genes	7.625916587758931e-122
42290	HLA-C	RPL12	0.446601941995463	Genes	Genes	9.13232982293214e-100
42292	HLA-C	RPL7A	0.481554580954888	Genes	Genes	4.03086425654411e-118
42293	HLA-C	RPS6	0.513455867888954	Genes	Genes	7.13650824617645e-137
42296	HLA-C	RPS3	0.49820762975367	Genes	Genes	1.16549981414223e-127
42297	HLA-C	RPLP2	0.516643624382199	Genes	Genes	7.39719382733717e-139
42298	HLA-C	POLR2L	0.324471643212494	Genes	Genes	1.6526030943821505e-50
42299	HLA-C	COX8A	0.332848562109085	Genes	Genes	3.0679544674482704e-53
42300	HLA-C	CFL1	0.312323973751511	Genes	Genes	1.0555229199490201e-46
42301	HLA-C	RPS25	0.423871819124803	Genes	Genes	6.084834833339471e-89
42302	HLA-C	GSTP1	0.331647086431934	Genes	Genes	7.650698907237782e-53
42303	HLA-C	RPL27A	0.476795899318143	Genes	Genes	1.7090537543582998e-115
42304	HLA-C	RPS13	0.461768196137892	Genes	Genes	1.81071867588159e-107
42306	HLA-C	FAU	0.436786679960077	Genes	Genes	5.4496991389196304e-95
42309	HLA-C	RPS24	0.440103799736107	Genes	Genes	1.3767794760486e-96
42312	HLA-C	TUBA1B	0.326830477507065	Genes	Genes	2.86914100702522e-51
42316	HLA-C	GAPDH	0.443480823294664	Genes	Genes	3.1344298324863897e-98
42319	HLA-C	RPS26	0.425116467839828	Genes	Genes	1.63501362701202e-89
42321	HLA-C	RPL41	0.314121686493779	Genes	Genes	2.96269970897587e-47
42325	HLA-C	RPL6	0.366912476505701	Genes	Genes	2.89336121858334e-65
42327	HLA-C	RAN	0.348606416642621	Genes	Genes	1.2907298246749e-58
42328	HLA-C	RPLP0	0.368430922427397	Genes	Genes	7.77273238392609e-66
42332	HLA-C	TPT1	0.414666216700524	Genes	Genes	8.53303216800891e-85
42333	HLA-C	TCL1A	0.31467862618196	Genes	Genes	1.9933828130214002e-47
42338	HLA-C	IGHM	0.5277159843587971	Genes	Genes	6.338490631783591e-146
42339	HLA-C	RPS29	0.400494309264655	Genes	Genes	1.16998084827197e-78
42343	HLA-C	RPLP1	0.5023916033090521	Genes	Genes	3.84933416086446e-130
42344	HLA-C	SERF2	0.333737279324009	Genes	Genes	1.5560316067217503e-53
42345	HLA-C	RPL4	0.396583175334352	Genes	Genes	5.13874782786538e-77
42346	HLA-C	RPS17	0.315579957161423	Genes	Genes	1.0494498416189199e-47
42347	HLA-C	PKM	0.303710319674008	Genes	Genes	4.14722029965156e-44
42350	HLA-C	RPS15A	0.414278908257288	Genes	Genes	1.26683739670341e-84
42354	HLA-C	RPL13	0.470947225802274	Genes	Genes	2.53366779532642e-112
42356	HLA-C	RPS2	0.5064615306503281	Genes	Genes	1.3724648563665501e-132
42359	HLA-C	COX4I1	0.410652826790347	Genes	Genes	5.00212433813614e-83
42360	HLA-C	RPL23	0.402180473757128	Genes	Genes	2.25734930243216e-79
42362	HLA-C	RPL27	0.471730342812294	Genes	Genes	9.628924195520241e-113
42367	HLA-C	RPL19	0.468385816441732	Genes	Genes	5.9591642613105216e-111
42372	HLA-C	RPL38	0.462265910344575	Genes	Genes	9.988692816548132e-108
42373	HLA-C	PFN1	0.374227093086929	Genes	Genes	4.77945018820546e-68
42378	HLA-C	RPS21	0.47373717431228	Genes	Genes	7.915104934295119e-114
42379	HLA-C	ATP5F1E	0.313731591668024	Genes	Genes	3.906640210706689e-47
42387	HLA-C	RPS16	0.51336275824186	Genes	Genes	8.144066315241901e-137
42389	HLA-C	RPL28	0.5148385134191861	Genes	Genes	9.8869220541789e-138
42392	HLA-C	RPS15	0.467380066171329	Genes	Genes	2.0396246619750098e-110
42393	HLA-C	RPS28	0.5171917864812511	Genes	Genes	3.35545066148931e-139
42394	HLA-C	RPL18	0.493006979344706	Genes	Genes	1.2752641295012299e-124
42395	HLA-C	RPS11	0.5023467143193641	Genes	Genes	4.09353452924694e-130
42399	HLA-C	RPL13A	0.477230496637172	Genes	Genes	9.88189542532956e-116
42403	HLA-C	RPS9	0.413117643342621	Genes	Genes	4.127452938627e-84
42404	HLA-C	SNRPD2	0.364181938195092	Genes	Genes	3.02407900026342e-64
42405	HLA-C	UBA52	0.451577782456915	Genes	Genes	3.00696729220713e-102
42406	HLA-C	RPL36	0.490408356082562	Genes	Genes	4.0124054025435006e-123
42408	HLA-C	EEF2	0.343676721507343	Genes	Genes	6.691689321152139e-57
42409	HLA-C	FBL	0.30186231830261	Genes	Genes	1.4545836628304301e-43
42413	HLA-C	RPL18A	0.341893581453855	Genes	Genes	2.7450095455661896e-56
42414	HLA-C	OAZ1	0.339862446445251	Genes	Genes	1.3553269313461899e-55
42415	HLA-C	RPS19	0.517098539887481	Genes	Genes	3.8379073559395005e-139
42416	HLA-C	CD79A	0.357948730189739	Genes	Genes	5.9161267014134396e-62
42417	HLA-C	RPS5	0.440282440541985	Genes	Genes	1.1281938405697298e-96
42419	HLA-C	RPL3	0.354373861378139	Genes	Genes	1.15829599813812e-60
42422	HLA-C	MIF	0.392783376873758	Genes	Genes	1.92886823426901e-75
42424	HLA-C	IGLV2-14	0.394022345032091	Genes	Genes	5.946511772194609e-76
42425	HLA-C	SMARCB1	0.313821736150735	Genes	Genes	3.6641099470597704e-47
42426	HLA-C	IGLC2	0.526472011345107	Genes	Genes	4.070605362120169e-145
42427	HLA-C	IGLC3	0.309655949995997	Genes	Genes	6.8693098347428605e-46
42429	HLA-C	SOD1	0.309305691657273	Genes	Genes	8.766581278763401e-46
42430	HLA-C	MT-ND1	0.374815390405874	Genes	Genes	2.8350978051541304e-68
42431	HLA-C	MT-ND2	0.486677441460604	Genes	Genes	5.35586158835405e-121
42432	HLA-C	MT-CO1	0.459399891169322	Genes	Genes	3.067049678477269e-106
42433	HLA-C	MT-CO2	0.41594857978785	Genes	Genes	2.3031015934831102e-85
42434	HLA-C	MT-ATP8	0.303360837602884	Genes	Genes	5.261912020957609e-44
42435	HLA-C	MT-ATP6	0.498582186535489	Genes	Genes	7.014325161176331e-128
42436	HLA-C	MT-CO3	0.467878984057394	Genes	Genes	1.1091528766058501e-110
42437	HLA-C	MT-ND3	0.488293174070202	Genes	Genes	6.49284395107431e-122
42438	HLA-C	MT-ND4	0.457138098886144	Genes	Genes	4.47447953093903e-105
42440	HLA-C	MT-CYB	0.432758915733252	Genes	Genes	4.4823417003015085e-93
42805	HLA-C	Granularity_2_Cy5	0.307214575030356	Genes	CP features	3.73605504982776e-45
42819	HLA-C	Intensity_IntegratedIntensity_Cy5	0.31808651391657	Genes	CP features	1.73867595266197e-48
42832	HLA-C	Texture_Contrast_Cy5_3_00_256	0.319827453577013	Genes	CP features	4.9385537685628386e-49
42833	HLA-C	Texture_Contrast_Cy5_3_01_256	0.319734069346126	Genes	CP features	5.28390457179199e-49
42834	HLA-C	Texture_Contrast_Cy5_3_02_256	0.317272911574153	Genes	CP features	3.12339668540388e-48
42835	HLA-C	Texture_Contrast_Cy5_3_03_256	0.320784207813994	Genes	CP features	2.4674314183717e-49
42840	HLA-C	Texture_DifferenceEntropy_Cy5_3_00_256	0.319771912493558	Genes	CP features	5.141094668090829e-49
42841	HLA-C	Texture_DifferenceEntropy_Cy5_3_01_256	0.322561654753641	Genes	CP features	6.73831085421624e-50
42842	HLA-C	Texture_DifferenceEntropy_Cy5_3_02_256	0.321512846348043	Genes	CP features	1.45257576243157e-49
42843	HLA-C	Texture_DifferenceEntropy_Cy5_3_03_256	0.323026026910647	Genes	CP features	4.793740588960001e-50
42852	HLA-C	Texture_Entropy_Cy5_3_00_256	0.334070851556984	Genes	CP features	1.20500622641212e-53
42853	HLA-C	Texture_Entropy_Cy5_3_01_256	0.333834170703714	Genes	CP features	1.44459464505245e-53
42854	HLA-C	Texture_Entropy_Cy5_3_02_256	0.334982120326654	Genes	CP features	5.98528191209498e-54
42855	HLA-C	Texture_Entropy_Cy5_3_03_256	0.333725682429239	Genes	CP features	1.5698759150907e-53
42860	HLA-C	Texture_SumAverage_Cy5_3_00_256	0.301456335350981	Genes	CP features	1.91362382510221e-43
42861	HLA-C	Texture_SumAverage_Cy5_3_01_256	0.302916121123708	Genes	CP features	7.11940130040269e-44
42862	HLA-C	Texture_SumAverage_Cy5_3_02_256	0.302099648652754	Genes	CP features	1.2388463333880798e-43
42863	HLA-C	Texture_SumAverage_Cy5_3_03_256	0.302866506151441	Genes	CP features	7.362124816195981e-44
42868	HLA-C	Texture_SumEntropy_Cy5_3_00_256	0.323607635356735	Genes	CP features	3.12420821127777e-50
42869	HLA-C	Texture_SumEntropy_Cy5_3_01_256	0.324721726261242	Genes	CP features	1.37346336141293e-50
42870	HLA-C	Texture_SumEntropy_Cy5_3_02_256	0.32307272619089	Genes	CP features	4.6321195031872e-50
42871	HLA-C	Texture_SumEntropy_Cy5_3_03_256	0.324450784854844	Genes	CP features	1.67798420742439e-50
42876	HLA-C	Texture_SumVariance_Cy5_3_00_256	0.320169560137471	Genes	CP features	3.85264604725782e-49
42877	HLA-C	Texture_SumVariance_Cy5_3_01_256	0.323176872332836	Genes	CP features	4.29062499593263e-50
42878	HLA-C	Texture_SumVariance_Cy5_3_02_256	0.32055652424417	Genes	CP features	2.9104136491956898e-49
42879	HLA-C	Texture_SumVariance_Cy5_3_03_256	0.320956090310629	Genes	CP features	2.17775234468926e-49
42884	HLA-C	Texture_Variance_Cy5_3_00_256	0.320322035687062	Genes	CP features	3.4492268957797e-49
42885	HLA-C	Texture_Variance_Cy5_3_01_256	0.321909724670796	Genes	CP features	1.08646730159976e-49
42886	HLA-C	Texture_Variance_Cy5_3_02_256	0.31997468673974	Genes	CP features	4.4378139971252894e-49
42887	HLA-C	Texture_Variance_Cy5_3_03_256	0.32133794513101	Genes	CP features	1.6498475929454401e-49
42892	HLA-B	RPS10	0.372594408242229	Genes	Genes	2.0273235536608702e-67
42895	HLA-B	CHCHD2	0.356128027177764	Genes	Genes	2.7043185097510703e-61
42896	HLA-B	NDUFB2	0.352335960428908	Genes	Genes	6.19912210287182e-60
42897	HLA-B	ATP5MF	0.410180791108682	Genes	Genes	8.048555995386199e-83
42898	HLA-B	ACTB	0.567674197652108	Genes	Genes	8.826742707668069e-174
42899	HLA-B	PPIA	0.455333713003011	Genes	Genes	3.75283171583212e-104
42903	HLA-B	SEM1	0.304786255726293	Genes	Genes	1.9873193013251e-44
42904	HLA-B	SLC25A6	0.340924240690416	Genes	Genes	5.890008919256789e-56
42905	HLA-B	RPL10	0.456691717289343	Genes	Genes	7.57899642707141e-105
42906	HLA-B	NDUFB11	0.314354642734663	Genes	Genes	2.5100866069544e-47
42907	HLA-B	SLC25A5	0.334413966182887	Genes	Genes	9.26276702032425e-54
42909	HLA-B	RPS4X	0.512971839016076	Genes	Genes	1.42240869530374e-136
42910	HLA-B	RPL30	0.553651349977027	Genes	Genes	1.43931327004633e-163
42912	HLA-B	RPS20	0.5365852746144051	Genes	Genes	8.772355186557891e-152
42913	HLA-B	NDUFB9	0.312033794534974	Genes	Genes	1.2947469534066e-46
42915	HLA-B	RPL8	0.5979286128158751	Genes	Genes	1.39717426229377e-197
42918	HLA-B	SNHG6	0.337896523180471	Genes	Genes	6.2790428032301096e-55
42919	HLA-B	RPL35	0.6193257297224231	Genes	Genes	5.1410404136490296e-216
42920	HLA-B	RPL12	0.547800962780531	Genes	Genes	1.88658818720589e-159
42922	HLA-B	RPL7A	0.60518910486597	Genes	Genes	1.1081826176762801e-203
42923	HLA-B	RPS6	0.6292590608062281	Genes	Genes	4.623250055298029e-225
42924	HLA-B	SEC61B	0.305774881237677	Genes	Genes	1.0092260349241601e-44
42926	HLA-B	RPS3	0.6050696586658351	Genes	Genes	1.40031574104367e-203
42927	HLA-B	RPLP2	0.6028533787253121	Genes	Genes	1.05670218436334e-201
42928	HLA-B	POLR2L	0.35066518379674	Genes	Genes	2.42762838256122e-59
42929	HLA-B	COX8A	0.398967612892192	Genes	Genes	5.15002743459816e-78
42930	HLA-B	CFL1	0.377669213665966	Genes	Genes	2.2078419231982098e-69
42931	HLA-B	RPS25	0.481911541176442	Genes	Genes	2.5511218551348507e-118
42932	HLA-B	GSTP1	0.384621048625059	Genes	Genes	3.9535500327949497e-72
42933	HLA-B	RPL27A	0.589773433879974	Genes	Genes	6.48675741507053e-191
42934	HLA-B	RPS13	0.5342388509126981	Genes	Genes	3.23105340207922e-150
42936	HLA-B	FAU	0.5539212906824811	Genes	Genes	9.25230630177626e-164
42938	HLA-B	LDHA	0.347342452441538	Genes	Genes	3.57506018939585e-58
42939	HLA-B	RPS24	0.532968325381252	Genes	Genes	2.256103687424e-149
42940	HLA-B	COX6A1	0.304856084416763	Genes	Genes	1.8947081259583102e-44
42941	HLA-B	DYNLL1	0.312437120686617	Genes	Genes	9.747066189270727e-47
42942	HLA-B	TUBA1B	0.385604447329748	Genes	Genes	1.59430667877958e-72
42945	HLA-B	NACA	0.326010050014139	Genes	Genes	5.29102546324804e-51
42946	HLA-B	GAPDH	0.5607726710001221	Genes	Genes	1.07763337382088e-168
42949	HLA-B	RPS26	0.525854747310319	Genes	Genes	1.02126625116177e-144
42951	HLA-B	RPL41	0.346529539395787	Genes	Genes	6.868801028185481e-58
42952	HLA-B	MYL6	0.307038637255462	Genes	Genes	4.2184693488728004e-45
42955	HLA-B	RPL6	0.45862106640081	Genes	Genes	7.73356884855594e-106
42957	HLA-B	RAN	0.404250811947482	Genes	Genes	2.95407547519548e-80
42958	HLA-B	RPLP0	0.479779445848283	Genes	Genes	3.90031962534299e-117
42960	HLA-B	LCP1	0.307747167852165	Genes	Genes	2.58460474518934e-45
